year,state,state_code,county,candidate,party,candidate_votes,total_votes
2008,Kansas,KS,Nemaha,John McCain,republican,3817.0,5359
2008,Kansas,KS,Neosho,Barack Obama,democrat,2563.0,7192
2008,Kansas,KS,Neosho,John McCain,republican,4473.0,7192
2008,Kansas,KS,Ness,Barack Obama,democrat,289.0,1525
2008,Kansas,KS,Ness,John McCain,republican,1207.0,1525
2008,Kansas,KS,Norton,Barack Obama,democrat,497.0,2415
2008,Kansas,KS,Norton,John McCain,republican,1878.0,2415
2008,Kansas,KS,Osage,Barack Obama,democrat,2534.0,7544
2008,Kansas,KS,Osage,John McCain,republican,4820.0,7544
2008,Kansas,KS,Osborne,Barack Obama,democrat,403.0,1930
2008,Kansas,KS,Osborne,John McCain,republican,1490.0,1930
2008,Kansas,KS,Ottawa,Barack Obama,democrat,704.0,3086
2008,Kansas,KS,Ottawa,John McCain,republican,2323.0,3086
2008,Kansas,KS,Pawnee,Barack Obama,democrat,882.0,2879
2008,Kansas,KS,Pawnee,John McCain,republican,1946.0,2879
2008,Kansas,KS,Phillips,Barack Obama,democrat,525.0,2667
2008,Kansas,KS,Phillips,John McCain,republican,2105.0,2667
2008,Kansas,KS,Pottawatomie,Barack Obama,democrat,2599.0,9837
2008,Kansas,KS,Pottawatomie,John McCain,republican,6929.0,9837
2008,Kansas,KS,Pratt,Barack Obama,democrat,1294.0,4190
2008,Kansas,KS,Pratt,John McCain,republican,2822.0,4190
2008,Kansas,KS,Rawlins,Barack Obama,democrat,273.0,1549
2008,Kansas,KS,Rawlins,John McCain,republican,1247.0,1549
2008,Kansas,KS,Reno,Barack Obama,democrat,9916.0,26512
2008,Kansas,KS,Reno,John McCain,republican,16112.0,26512
2008,Kansas,KS,Republic,Barack Obama,democrat,640.0,2671
2008,Kansas,KS,Republic,John McCain,republican,1978.0,2671
2008,Kansas,KS,Rice,Barack Obama,democrat,1163.0,4021
2008,Kansas,KS,Rice,John McCain,republican,2780.0,4021
2008,Kansas,KS,Riley,Barack Obama,democrat,10495.0,22997
2008,Kansas,KS,Riley,John McCain,republican,12111.0,22997
2008,Kansas,KS,Rooks,Barack Obama,democrat,468.0,2588
2008,Kansas,KS,Rooks,John McCain,republican,2068.0,2588
2008,Kansas,KS,Rush,Barack Obama,democrat,504.0,1781
2008,Kansas,KS,Rush,John McCain,republican,1225.0,1781
2008,Kansas,KS,Russell,Barack Obama,democrat,736.0,3293
2008,Kansas,KS,Russell,John McCain,republican,2509.0,3293
2008,Kansas,KS,Saline,Barack Obama,democrat,8186.0,22788
2008,Kansas,KS,Saline,John McCain,republican,14165.0,22788
2008,Kansas,KS,Scott,Barack Obama,democrat,321.0,2179
2008,Kansas,KS,Scott,John McCain,republican,1823.0,2179
2008,Kansas,KS,Sedgwick,Barack Obama,democrat,82337.0,192733
2008,Kansas,KS,Sedgwick,John McCain,republican,106849.0,192733
2008,Kansas,KS,Seward,Barack Obama,democrat,1493.0,5336
2008,Kansas,KS,Seward,John McCain,republican,3791.0,5336
2008,Kansas,KS,Shawnee,Barack Obama,democrat,41235.0,84177
2008,Kansas,KS,Shawnee,John McCain,republican,41476.0,84177
2008,Kansas,KS,Sheridan,Barack Obama,democrat,254.0,1376
2008,Kansas,KS,Sheridan,John McCain,republican,1108.0,1376
2008,Kansas,KS,Sherman,Barack Obama,democrat,688.0,2704
2008,Kansas,KS,Sherman,John McCain,republican,1959.0,2704
2008,Kansas,KS,Smith,Barack Obama,democrat,446.0,2204
2008,Kansas,KS,Smith,John McCain,republican,1719.0,2204
2008,Kansas,KS,Stafford,Barack Obama,democrat,542.0,2074
2008,Kansas,KS,Stafford,John McCain,republican,1495.0,2074
2008,Kansas,KS,Stanton,Barack Obama,democrat,188.0,827
2008,Kansas,KS,Stanton,John McCain,republican,628.0,827
2008,Kansas,KS,Stevens,Barack Obama,democrat,283.0,2127
2008,Kansas,KS,Stevens,John McCain,republican,1815.0,2127
2008,Kansas,KS,Sumner,Barack Obama,democrat,3353.0,10337
2008,Kansas,KS,Sumner,John McCain,republican,6737.0,10337
2008,Kansas,KS,Thomas,Barack Obama,democrat,787.0,3673
2008,Kansas,KS,Thomas,John McCain,republican,2837.0,3673
2008,Kansas,KS,Trego,Barack Obama,democrat,420.0,1671
2008,Kansas,KS,Trego,John McCain,republican,1225.0,1671
2008,Kansas,KS,Wabaunsee,Barack Obama,democrat,1036.0,3521
2008,Kansas,KS,Wabaunsee,John McCain,republican,2395.0,3521
2008,Kansas,KS,Wallace,Barack Obama,democrat,96.0,804
2008,Kansas,KS,Wallace,John McCain,republican,690.0,804
2008,Kansas,KS,Washington,Barack Obama,democrat,659.0,2980
2008,Kansas,KS,Washington,John McCain,republican,2248.0,2980
2008,Kansas,KS,Wichita,Barack Obama,democrat,163.0,1019
2008,Kansas,KS,Wichita,John McCain,republican,840.0,1019
2008,Kansas,KS,Wilson,Barack Obama,democrat,1170.0,4121
2008,Kansas,KS,Wilson,John McCain,republican,2850.0,4121
2008,Kansas,KS,Woodson,Barack Obama,democrat,512.0,1599
2008,Kansas,KS,Woodson,John McCain,republican,1055.0,1599
2008,Kansas,KS,Wyandotte,Barack Obama,democrat,39865.0,57169
2008,Kansas,KS,Wyandotte,John McCain,republican,16506.0,57169
2008,Kentucky,KY,Adair,Barack Obama,democrat,1668.0,7298
2008,Kentucky,KY,Adair,John McCain,republican,5512.0,7298
2008,Kentucky,KY,Allen,Barack Obama,democrat,2024.0,7390
2008,Kentucky,KY,Allen,John McCain,republican,5258.0,7390
2008,Kentucky,KY,Anderson,Barack Obama,democrat,3462.0,10552
2008,Kentucky,KY,Anderson,John McCain,republican,6885.0,10552
2008,Kentucky,KY,Ballard,Barack Obama,democrat,1427.0,4060
2008,Kentucky,KY,Ballard,John McCain,republican,2537.0,4060
2008,Kentucky,KY,Barren,Barack Obama,democrat,5434.0,16807
2008,Kentucky,KY,Barren,John McCain,republican,11133.0,16807
2008,Kentucky,KY,Bath,Barack Obama,democrat,2210.0,4543
2008,Kentucky,KY,Bath,John McCain,republican,2234.0,4543
2008,Kentucky,KY,Bell,Barack Obama,democrat,2782.0,9598
2008,Kentucky,KY,Bell,John McCain,republican,6681.0,9598
2008,Kentucky,KY,Boone,Barack Obama,democrat,16292.0,50774
2008,Kentucky,KY,Boone,John McCain,republican,33812.0,50774
2008,Kentucky,KY,Bourbon,Barack Obama,democrat,3385.0,8330
2008,Kentucky,KY,Bourbon,John McCain,republican,4820.0,8330
2008,Kentucky,KY,Boyd,Barack Obama,democrat,8886.0,20670
2008,Kentucky,KY,Boyd,John McCain,republican,11430.0,20670
2008,Kentucky,KY,Boyle,Barack Obama,democrat,4769.0,12635
2008,Kentucky,KY,Boyle,John McCain,republican,7701.0,12635
2008,Kentucky,KY,Bracken,Barack Obama,democrat,1241.0,3399
2008,Kentucky,KY,Bracken,John McCain,republican,2066.0,3399
2008,Kentucky,KY,Breathitt,Barack Obama,democrat,2205.0,5030
2008,Kentucky,KY,Breathitt,John McCain,republican,2671.0,5030
2008,Kentucky,KY,Breckinridge,Barack Obama,democrat,3110.0,8522
2008,Kentucky,KY,Breckinridge,John McCain,republican,5281.0,8522
2008,Kentucky,KY,Bullitt,Barack Obama,democrat,10177.0,30726
2008,Kentucky,KY,Bullitt,John McCain,republican,20102.0,30726
2008,Kentucky,KY,Butler,Barack Obama,democrat,1555.0,5307
2008,Kentucky,KY,Butler,John McCain,republican,3696.0,5307
2008,Kentucky,KY,Caldwell,Barack Obama,democrat,2212.0,6199
2008,Kentucky,KY,Caldwell,John McCain,republican,3866.0,6199
2008,Kentucky,KY,Calloway,Barack Obama,democrat,6165.0,15404
2008,Kentucky,KY,Calloway,John McCain,republican,8991.0,15404
2008,Kentucky,KY,Campbell,Barack Obama,democrat,15622.0,40297
2008,Kentucky,KY,Campbell,John McCain,republican,24046.0,40297
2008,Kentucky,KY,Carlisle,Barack Obama,democrat,879.0,2617
2008,Kentucky,KY,Carlisle,John McCain,republican,1699.0,2617
2008,Kentucky,KY,Carroll,Barack Obama,democrat,1716.0,3835
2008,Kentucky,KY,Carroll,John McCain,republican,2032.0,3835
2008,Kentucky,KY,Carter,Barack Obama,democrat,4316.0,9813
2008,Kentucky,KY,Carter,John McCain,republican,5252.0,9813
2008,Kentucky,KY,Casey,Barack Obama,democrat,1219.0,5957
2008,Kentucky,KY,Casey,John McCain,republican,4679.0,5957
2008,Kentucky,KY,Christian,Barack Obama,democrat,8880.0,22778
2008,Kentucky,KY,Christian,John McCain,republican,13699.0,22778
2008,Kentucky,KY,Clark,Barack Obama,democrat,5749.0,15628
2008,Kentucky,KY,Clark,John McCain,republican,9664.0,15628
2008,Kentucky,KY,Clay,Barack Obama,democrat,1552.0,7364
2008,Kentucky,KY,Clay,John McCain,republican,5710.0,7364
2008,Kentucky,KY,Clinton,Barack Obama,democrat,761.0,4172
2008,Kentucky,KY,Clinton,John McCain,republican,3366.0,4172
2008,Kentucky,KY,Crittenden,Barack Obama,democrat,1254.0,3930
2008,Kentucky,KY,Crittenden,John McCain,republican,2604.0,3930
2008,Kentucky,KY,Cumberland,Barack Obama,democrat,697.0,2797
2008,Kentucky,KY,Cumberland,John McCain,republican,2056.0,2797
2008,Kentucky,KY,Daviess,Barack Obama,democrat,19282.0,43622
2008,Kentucky,KY,Daviess,John McCain,republican,23692.0,43622
2008,Kentucky,KY,Edmonson,Barack Obama,democrat,1652.0,5270
2008,Kentucky,KY,Edmonson,John McCain,republican,3562.0,5270
2008,Kentucky,KY,Elliott,Barack Obama,democrat,1535.0,2515
2008,Kentucky,KY,Elliott,John McCain,republican,902.0,2515
2008,Kentucky,KY,Estill,Barack Obama,democrat,1555.0,5314
2008,Kentucky,KY,Estill,John McCain,republican,3685.0,5314
2008,Kentucky,KY,Fayette,Barack Obama,democrat,66042.0,127639
2008,Kentucky,KY,Fayette,John McCain,republican,59884.0,127639
2008,Kentucky,KY,Fleming,Barack Obama,democrat,2279.0,5832
2008,Kentucky,KY,Fleming,John McCain,republican,3432.0,5832
2008,Kentucky,KY,Floyd,Barack Obama,democrat,7530.0,15659
2008,Kentucky,KY,Floyd,John McCain,republican,7741.0,15659
2008,Kentucky,KY,Franklin,Barack Obama,democrat,11767.0,24079
2008,Kentucky,KY,Franklin,John McCain,republican,11911.0,24079
2008,Kentucky,KY,Fulton,Barack Obama,democrat,1238.0,2825
2008,Kentucky,KY,Fulton,John McCain,republican,1530.0,2825
2008,Kentucky,KY,Gallatin,Barack Obama,democrat,1278.0,3193
2008,Kentucky,KY,Gallatin,John McCain,republican,1840.0,3193
2008,Kentucky,KY,Garrard,Barack Obama,democrat,2012.0,7210
2008,Kentucky,KY,Garrard,John McCain,republican,5118.0,7210
2008,Kentucky,KY,Grant,Barack Obama,democrat,3112.0,8754
2008,Kentucky,KY,Grant,John McCain,republican,5510.0,8754
2008,Kentucky,KY,Graves,Barack Obama,democrat,5843.0,16155
2008,Kentucky,KY,Graves,John McCain,republican,10056.0,16155
2008,Kentucky,KY,Grayson,Barack Obama,democrat,3154.0,9903
2008,Kentucky,KY,Grayson,John McCain,republican,6605.0,9903
2008,Kentucky,KY,Green,Barack Obama,democrat,1204.0,5079
2008,Kentucky,KY,Green,John McCain,republican,3785.0,5079
2008,Kentucky,KY,Greenup,Barack Obama,democrat,6621.0,15798
2008,Kentucky,KY,Greenup,John McCain,republican,8849.0,15798
2008,Kentucky,KY,Hancock,Barack Obama,democrat,2135.0,4144
2008,Kentucky,KY,Hancock,John McCain,republican,1928.0,4144
2008,Kentucky,KY,Hardin,Barack Obama,democrat,15650.0,39990
2008,Kentucky,KY,Hardin,John McCain,republican,23896.0,39990
2008,Kentucky,KY,Harlan,Barack Obama,democrat,2586.0,9914
2008,Kentucky,KY,Harlan,John McCain,republican,7165.0,9914
2008,Kentucky,KY,Harrison,Barack Obama,democrat,2916.0,7590
2008,Kentucky,KY,Harrison,John McCain,republican,4520.0,7590
2008,Kentucky,KY,Hart,Barack Obama,democrat,2290.0,6818
2008,Kentucky,KY,Hart,John McCain,republican,4397.0,6818
2008,Kentucky,KY,Henderson,Barack Obama,democrat,10049.0,19861
2008,Kentucky,KY,Henderson,John McCain,republican,9523.0,19861
2008,Kentucky,KY,Henry,Barack Obama,democrat,2725.0,6919
2008,Kentucky,KY,Henry,John McCain,republican,4081.0,6919
2008,Kentucky,KY,Hickman,Barack Obama,democrat,812.0,2250
2008,Kentucky,KY,Hickman,John McCain,republican,1406.0,2250
2008,Kentucky,KY,Hopkins,Barack Obama,democrat,7104.0,19348
2008,Kentucky,KY,Hopkins,John McCain,republican,11916.0,19348
2008,Kentucky,KY,Jackson,Barack Obama,democrat,743.0,5224
2008,Kentucky,KY,Jackson,John McCain,republican,4407.0,5224
2008,Kentucky,KY,Jefferson,Barack Obama,democrat,196435.0,353892
2008,Kentucky,KY,Jefferson,John McCain,republican,153957.0,353892
2008,Kentucky,KY,Jessamine,Barack Obama,democrat,6236.0,20214
2008,Kentucky,KY,Jessamine,John McCain,republican,13711.0,20214
2008,Kentucky,KY,Johnson,Barack Obama,democrat,2407.0,8517
2008,Kentucky,KY,Johnson,John McCain,republican,5948.0,8517
2008,Kentucky,KY,Kenton,Barack Obama,democrat,26480.0,68213
2008,Kentucky,KY,Kenton,John McCain,republican,40714.0,68213
2008,Kentucky,KY,Knott,Barack Obama,democrat,2612.0,5820
2008,Kentucky,KY,Knott,John McCain,republican,3070.0,5820
2008,Kentucky,KY,Knox,Barack Obama,democrat,3074.0,11389
2008,Kentucky,KY,Knox,John McCain,republican,8150.0,11389
2008,Kentucky,KY,Larue,Barack Obama,democrat,1913.0,6178
2008,Kentucky,KY,Larue,John McCain,republican,4153.0,6178
2008,Kentucky,KY,Laurel,Barack Obama,democrat,4618.0,22500
2008,Kentucky,KY,Laurel,John McCain,republican,17660.0,22500
2008,Kentucky,KY,Lawrence,Barack Obama,democrat,2036.0,5649
2008,Kentucky,KY,Lawrence,John McCain,republican,3503.0,5649
2008,Kentucky,KY,Lee,Barack Obama,democrat,752.0,2773
2008,Kentucky,KY,Lee,John McCain,republican,1978.0,2773
2008,Kentucky,KY,Leslie,Barack Obama,democrat,766.0,4397
2008,Kentucky,KY,Leslie,John McCain,republican,3574.0,4397
2008,Kentucky,KY,Letcher,Barack Obama,democrat,2623.0,8235
2008,Kentucky,KY,Letcher,John McCain,republican,5367.0,8235
2008,Kentucky,KY,Lewis,Barack Obama,democrat,1510.0,4791
2008,Kentucky,KY,Lewis,John McCain,republican,3213.0,4791
2008,Kentucky,KY,Lincoln,Barack Obama,democrat,2752.0,9151
2008,Kentucky,KY,Lincoln,John McCain,republican,6273.0,9151
2008,Kentucky,KY,Livingston,Barack Obama,democrat,1622.0,4593
2008,Kentucky,KY,Livingston,John McCain,republican,2890.0,4593
2008,Kentucky,KY,Logan,Barack Obama,democrat,3811.0,10890
2008,Kentucky,KY,Logan,John McCain,republican,6925.0,10890
2008,Kentucky,KY,Lyon,Barack Obama,democrat,1577.0,3855
2008,Kentucky,KY,Lyon,John McCain,republican,2220.0,3855
2008,Kentucky,KY,McCracken,Barack Obama,democrat,11285.0,30754
2008,Kentucky,KY,McCracken,John McCain,republican,19043.0,30754
2008,Kentucky,KY,McCreary,Barack Obama,democrat,1258.0,5407
2008,Kentucky,KY,McCreary,John McCain,republican,4078.0,5407
2008,Kentucky,KY,McLean,Barack Obama,democrat,1963.0,4422
2008,Kentucky,KY,McLean,John McCain,republican,2386.0,4422
2008,Kentucky,KY,Madison,Barack Obama,democrat,12392.0,32537
2008,Kentucky,KY,Madison,John McCain,republican,19694.0,32537
2008,Kentucky,KY,Magoffin,Barack Obama,democrat,2105.0,4651
2008,Kentucky,KY,Magoffin,John McCain,republican,2434.0,4651
2008,Kentucky,KY,Marion,Barack Obama,democrat,3596.0,7615
2008,Kentucky,KY,Marion,John McCain,republican,3842.0,7615
2008,Kentucky,KY,Marshall,Barack Obama,democrat,5683.0,15487
2008,Kentucky,KY,Marshall,John McCain,republican,9512.0,15487
2008,Kentucky,KY,Martin,Barack Obama,democrat,808.0,3692
2008,Kentucky,KY,Martin,John McCain,republican,2824.0,3692
2008,Kentucky,KY,Mason,Barack Obama,democrat,2891.0,7121
2008,Kentucky,KY,Mason,John McCain,republican,4102.0,7121
2008,Kentucky,KY,Meade,Barack Obama,democrat,4343.0,11206
2008,Kentucky,KY,Meade,John McCain,republican,6691.0,11206
2008,Kentucky,KY,Menifee,Barack Obama,democrat,1276.0,2489
2008,Kentucky,KY,Menifee,John McCain,republican,1155.0,2489
2008,Kentucky,KY,Mercer,Barack Obama,democrat,3159.0,10060
2008,Kentucky,KY,Mercer,John McCain,republican,6781.0,10060
2008,Kentucky,KY,Metcalfe,Barack Obama,democrat,1350.0,4199
2008,Kentucky,KY,Metcalfe,John McCain,republican,2734.0,4199
2008,Kentucky,KY,Monroe,Barack Obama,democrat,1067.0,4665
2008,Kentucky,KY,Monroe,John McCain,republican,3537.0,4665
2008,Kentucky,KY,Montgomery,Barack Obama,democrat,4234.0,10331
2008,Kentucky,KY,Montgomery,John McCain,republican,5947.0,10331
2008,Kentucky,KY,Morgan,Barack Obama,democrat,1879.0,4379
2008,Kentucky,KY,Morgan,John McCain,republican,2396.0,4379
2008,Kentucky,KY,Muhlenberg,Barack Obama,democrat,6221.0,12889
2008,Kentucky,KY,Muhlenberg,John McCain,republican,6447.0,12889
2008,Kentucky,KY,Nelson,Barack Obama,democrat,7654.0,18146
2008,Kentucky,KY,Nelson,John McCain,republican,10139.0,18146
2008,Kentucky,KY,Nicholas,Barack Obama,democrat,1272.0,2970
2008,Kentucky,KY,Nicholas,John McCain,republican,1634.0,2970
2008,Kentucky,KY,Ohio,Barack Obama,democrat,4059.0,9938
2008,Kentucky,KY,Ohio,John McCain,republican,5687.0,9938
2008,Kentucky,KY,Oldham,Barack Obama,democrat,10000.0,29316
2008,Kentucky,KY,Oldham,John McCain,republican,18997.0,29316
2008,Kentucky,KY,Owen,Barack Obama,democrat,1694.0,4751
2008,Kentucky,KY,Owen,John McCain,republican,2969.0,4751
2008,Kentucky,KY,Owsley,Barack Obama,democrat,381.0,1686
2008,Kentucky,KY,Owsley,John McCain,republican,1279.0,1686
2008,Kentucky,KY,Pendleton,Barack Obama,democrat,2027.0,5802
2008,Kentucky,KY,Pendleton,John McCain,republican,3676.0,5802
2008,Kentucky,KY,Perry,Barack Obama,democrat,3444.0,10375
2008,Kentucky,KY,Perry,John McCain,republican,6762.0,10375
2008,Kentucky,KY,Pike,Barack Obama,democrat,9525.0,22643
2008,Kentucky,KY,Pike,John McCain,republican,12655.0,22643
2008,Kentucky,KY,Powell,Barack Obama,democrat,2065.0,4972
2008,Kentucky,KY,Powell,John McCain,republican,2837.0,4972
2008,Kentucky,KY,Pulaski,Barack Obama,democrat,5590.0,25766
2008,Kentucky,KY,Pulaski,John McCain,republican,19862.0,25766
2008,Kentucky,KY,Robertson,Barack Obama,democrat,451.0,1015
2008,Kentucky,KY,Robertson,John McCain,republican,533.0,1015
2008,Kentucky,KY,Rockcastle,Barack Obama,democrat,1410.0,6274
2008,Kentucky,KY,Rockcastle,John McCain,republican,4757.0,6274
2008,Kentucky,KY,Rowan,Barack Obama,democrat,4074.0,8154
2008,Kentucky,KY,Rowan,John McCain,republican,3907.0,8154
2008,Kentucky,KY,Russell,Barack Obama,democrat,1569.0,7475
2008,Kentucky,KY,Russell,John McCain,republican,5779.0,7475
2008,Kentucky,KY,Scott,Barack Obama,democrat,7712.0,19730
2008,Kentucky,KY,Scott,John McCain,republican,11782.0,19730
2008,Kentucky,KY,Shelby,Barack Obama,democrat,6871.0,18540
2008,Kentucky,KY,Shelby,John McCain,republican,11451.0,18540
2008,Kentucky,KY,Simpson,Barack Obama,democrat,2775.0,7309
2008,Kentucky,KY,Simpson,John McCain,republican,4437.0,7309
2008,Kentucky,KY,Spencer,Barack Obama,democrat,2519.0,8049
2008,Kentucky,KY,Spencer,John McCain,republican,5378.0,8049
2008,Kentucky,KY,Taylor,Barack Obama,democrat,3165.0,10860
2008,Kentucky,KY,Taylor,John McCain,republican,7568.0,10860
2008,Kentucky,KY,Todd,Barack Obama,democrat,1543.0,4941
2008,Kentucky,KY,Todd,John McCain,republican,3336.0,4941
2008,Kentucky,KY,Trigg,Barack Obama,democrat,2246.0,6527
2008,Kentucky,KY,Trigg,John McCain,republican,4189.0,6527
2008,Kentucky,KY,Trimble,Barack Obama,democrat,1484.0,3812
2008,Kentucky,KY,Trimble,John McCain,republican,2239.0,3812
2008,Kentucky,KY,Union,Barack Obama,democrat,2804.0,6034
2008,Kentucky,KY,Union,John McCain,republican,3120.0,6034
2008,Kentucky,KY,Warren,Barack Obama,democrat,17669.0,44145
2008,Kentucky,KY,Warren,John McCain,republican,25993.0,44145
2008,Kentucky,KY,Washington,Barack Obama,democrat,1890.0,5275
2008,Kentucky,KY,Washington,John McCain,republican,3305.0,5275
2008,Kentucky,KY,Wayne,Barack Obama,democrat,2201.0,7196
2008,Kentucky,KY,Wayne,John McCain,republican,4868.0,7196
2008,Kentucky,KY,Webster,Barack Obama,democrat,2390.0,5540
2008,Kentucky,KY,Webster,John McCain,republican,3037.0,5540
2008,Kentucky,KY,Whitley,Barack Obama,democrat,3484.0,13704
2008,Kentucky,KY,Whitley,John McCain,republican,10015.0,13704
2008,Kentucky,KY,Wolfe,Barack Obama,democrat,1493.0,2968
2008,Kentucky,KY,Wolfe,John McCain,republican,1408.0,2968
2008,Kentucky,KY,Woodford,Barack Obama,democrat,5027.0,12297
2008,Kentucky,KY,Woodford,John McCain,republican,7130.0,12297
2008,Louisiana,LA,Acadia,Barack Obama,democrat,7028.0,26710
2008,Louisiana,LA,Acadia,John McCain,republican,19228.0,26710
2008,Louisiana,LA,Allen,Barack Obama,democrat,2891.0,9467
2008,Louisiana,LA,Allen,John McCain,republican,6333.0,9467
2008,Louisiana,LA,Ascension,Barack Obama,democrat,14625.0,46571
2008,Louisiana,LA,Ascension,John McCain,republican,31239.0,46571
2008,Louisiana,LA,Assumption,Barack Obama,democrat,4756.0,10960
2008,Louisiana,LA,Assumption,John McCain,republican,5981.0,10960
2008,Louisiana,LA,Avoyelles,Barack Obama,democrat,6327.0,16938
2008,Louisiana,LA,Avoyelles,John McCain,republican,10236.0,16938
2008,Louisiana,LA,Beauregard,Barack Obama,democrat,3071.0,14074
2008,Louisiana,LA,Beauregard,John McCain,republican,10718.0,14074
2008,Louisiana,LA,Bienville,Barack Obama,democrat,3589.0,7430
2008,Louisiana,LA,Bienville,John McCain,republican,3776.0,7430
2008,Louisiana,LA,Bossier,Barack Obama,democrat,12701.0,45826
2008,Louisiana,LA,Bossier,John McCain,republican,32706.0,45826
2008,Louisiana,LA,Caddo,Barack Obama,democrat,55220.0,108220
2008,Louisiana,LA,Caddo,John McCain,republican,52105.0,108220
2008,Louisiana,LA,Calcasieu,Barack Obama,democrat,30244.0,82131
2008,Louisiana,LA,Calcasieu,John McCain,republican,50449.0,82131
2008,Louisiana,LA,Caldwell,Barack Obama,democrat,1118.0,4893
2008,Louisiana,LA,Caldwell,John McCain,republican,3696.0,4893
2008,Louisiana,LA,Cameron,Barack Obama,democrat,613.0,3797
2008,Louisiana,LA,Cameron,John McCain,republican,3089.0,3797
2008,Louisiana,LA,Catahoula,Barack Obama,democrat,1659.0,5225
2008,Louisiana,LA,Catahoula,John McCain,republican,3486.0,5225
2008,Louisiana,LA,Claiborne,Barack Obama,democrat,3025.0,6841
2008,Louisiana,LA,Claiborne,John McCain,republican,3750.0,6841
2008,Louisiana,LA,Concordia,Barack Obama,democrat,3766.0,9527
2008,Louisiana,LA,Concordia,John McCain,republican,5668.0,9527
2008,Louisiana,LA,De Soto,Barack Obama,democrat,5242.0,12257
2008,Louisiana,LA,De Soto,John McCain,republican,6883.0,12257
2008,Louisiana,LA,East Baton Rouge,Barack Obama,democrat,99652.0,197349
2008,Louisiana,LA,East Baton Rouge,John McCain,republican,95390.0,197349
2008,Louisiana,LA,East Carroll,Barack Obama,democrat,2267.0,3559
2008,Louisiana,LA,East Carroll,John McCain,republican,1254.0,3559
2008,Louisiana,LA,East Feliciana,Barack Obama,democrat,4383.0,9947
2008,Louisiana,LA,East Feliciana,John McCain,republican,5432.0,9947
2008,Louisiana,LA,Evangeline,Barack Obama,democrat,5853.0,15976
2008,Louisiana,LA,Evangeline,John McCain,republican,9793.0,15976
2008,Louisiana,LA,Franklin,Barack Obama,democrat,2959.0,9356
2008,Louisiana,LA,Franklin,John McCain,republican,6278.0,9356
2008,Louisiana,LA,Grant,Barack Obama,democrat,1474.0,8557
2008,Louisiana,LA,Grant,John McCain,republican,6906.0,8557
2008,Louisiana,LA,Iberia,Barack Obama,democrat,12492.0,33168
2008,Louisiana,LA,Iberia,John McCain,republican,20127.0,33168
2008,Louisiana,LA,Iberville,Barack Obama,democrat,9023.0,16421
2008,Louisiana,LA,Iberville,John McCain,republican,7185.0,16421
2008,Louisiana,LA,Jackson,Barack Obama,democrat,2456.0,7736
2008,Louisiana,LA,Jackson,John McCain,republican,5190.0,7736
2008,Louisiana,LA,Jefferson,Barack Obama,democrat,65096.0,181120
2008,Louisiana,LA,Jefferson,John McCain,republican,113191.0,181120
2008,Louisiana,LA,Jefferson Davis,Barack Obama,democrat,3923.0,13501
2008,Louisiana,LA,Jefferson Davis,John McCain,republican,9278.0,13501
2008,Louisiana,LA,Lafayette,Barack Obama,democrat,32145.0,95642
2008,Louisiana,LA,Lafayette,John McCain,republican,62055.0,95642
2008,Louisiana,LA,Lafourche,Barack Obama,democrat,9662.0,37893
2008,Louisiana,LA,Lafourche,John McCain,republican,27089.0,37893
2008,Louisiana,LA,La Salle,Barack Obama,democrat,860.0,6553
2008,Louisiana,LA,La Salle,John McCain,republican,5602.0,6553
2008,Louisiana,LA,Lincoln,Barack Obama,democrat,8267.0,19150
2008,Louisiana,LA,Lincoln,John McCain,republican,10676.0,19150
2008,Louisiana,LA,Livingston,Barack Obama,democrat,6681.0,50892
2008,Louisiana,LA,Livingston,John McCain,republican,43269.0,50892
2008,Louisiana,LA,Madison,Barack Obama,democrat,3100.0,5300
2008,Louisiana,LA,Madison,John McCain,republican,2152.0,5300
2008,Louisiana,LA,Morehouse,Barack Obama,democrat,5792.0,13200
2008,Louisiana,LA,Morehouse,John McCain,republican,7258.0,13200
2008,Louisiana,LA,Natchitoches,Barack Obama,democrat,7801.0,17067
2008,Louisiana,LA,Natchitoches,John McCain,republican,9054.0,17067
2008,Louisiana,LA,Orleans,Barack Obama,democrat,116042.0,146287
2008,Louisiana,LA,Orleans,John McCain,republican,28041.0,146287
2008,Louisiana,LA,Ouachita,Barack Obama,democrat,24813.0,67244
2008,Louisiana,LA,Ouachita,John McCain,republican,41741.0,67244
2008,Louisiana,LA,Plaquemines,Barack Obama,democrat,3380.0,10449
2008,Louisiana,LA,Plaquemines,John McCain,republican,6894.0,10449
2008,Louisiana,LA,Pointe Coupee,Barack Obama,democrat,5516.0,12435
2008,Louisiana,LA,Pointe Coupee,John McCain,republican,6702.0,12435
2008,Louisiana,LA,Rapides,Barack Obama,democrat,20127.0,57521
2008,Louisiana,LA,Rapides,John McCain,republican,36611.0,57521
2008,Louisiana,LA,Red River,Barack Obama,democrat,2080.0,4629
2008,Louisiana,LA,Red River,John McCain,republican,2484.0,4629
2008,Louisiana,LA,Richland,Barack Obama,democrat,3311.0,9181
2008,Louisiana,LA,Richland,John McCain,republican,5751.0,9181
2008,Louisiana,LA,Sabine,Barack Obama,democrat,2245.0,9652
2008,Louisiana,LA,Sabine,John McCain,republican,7226.0,9652
2008,Louisiana,LA,St. Bernard,Barack Obama,democrat,3491.0,13540
2008,Louisiana,LA,St. Bernard,John McCain,republican,9642.0,13540
